src,tgt_translated,baseline_src,silver_src
"Haha. I told u that he wants to do something in NYP right? But oforgot exactly which course. Pray hard he doesn't change his mind.Haha. Btw, i've seen da jum a few times in sch. I told him the benthingy, he gave me the wtf look. Lolx. Oh and seriously, don't worrylah, still can go uni through poly one as long as u maintain and beconsistent with your grades.",哈哈 ， 我 告诉 你 他 想 在 NYP 做 什么 ？ 但是 我 忘 了 具体 是 哪个 课程 。 祈祷 他 不要 改变 主意 哈哈 。   btw ， 我见 过 他 几次 在 学校 。 我 告诉 他 那个 事情 ， 他 给 了 我 一个 什么 样子 的 表情 。 lolx 。   oh   和 认真 地说 ， 不要 担心 ， 总是 可以 通过 poly 一路上 大学 ， 只要 你 保持 和 一致 你 的 成绩 。,"Ahaha, I tell u, dia want study NYP la, but forget lah which course leh. Pray pray pray he don't change mind leh, hahahaha! Wah, jum lor, I see him few times in sch, tell him already, he give me wtf face, lolsx. Anyway, jialat jialat, don't worry, still can go uni through poly one, just need maintain grades, consistent la, okay.","Haha, I told u la, he wants to do somethin in NYP right? But oforgot exactly which course la. Pray hard lar, he doesn't change his mind ah. Haha. Btw, i've seen da jum a few times in sch, I told him the benthingy, he gave me the wtf look. Lolx. Oh and seriously, don't worrylah, still can go uni through poly one as long as u maintain and beconsistent with your grades. I know lah, I can understand la, it's not easy, but i pray u can go through it with me, as long as u maintain with your grades, it'll be long enough la, right? I told him, he wants to go, and I can see he's determined, which course ah?"
Hai priya are you right. What doctor said pa. Where are you.,海 比亚 ， 你 正确 吗 ？ 医生 说 了 什么 ？ 你 在 哪里 ？,"Ah, **hao** priya, **you** **correct** **lah**. **Which** **doctor** **say** **papa**. **You** **where** **la**.","Hai priya, you right ah. Doktor say la, you at where pa. You where ah?"
Ü still attending da talks?,你 还 在 参加 讨论 ？,Still attending da讲话 (jiǎng huà) leh.,Ü still attending da **kak**-toh talks?
730 Parkway Megapool?,730 大道 超级 泳池,"730 Parkway MegaPool lah, or in Singlish code mixed sentence: 730 Parkway MegaPool (tiān shān)","730 Lorong Pek Kik aka Megapool (formerly) is located near Parkway area, but exact location is 730 Lorong Pek Kik, but for the sake of the sentence: ""730 go Parkway direction, got Megapool ah?"","
"When idle, enrich yourself.",閒置富 自己,"""Free time lah, enrich self lah""","When **lah** idle, **lah** enrich yourself, jor, accumulate wealth **lah** during **free time**."
"Haha  <#> am, but I gonna chiong my assignment eh. If not saturdaycannot go out lol",哈哈 我 ( #_ ) am ， 但是 我要 努力完成 作业 呗 。 如果 不 完成 周六 不能 出去 哈哈,"Haha <#> lah, but mei mien, gonna chiong assignment ah eh. If not sat, cannot go out lo lo.","Haha, ahma, but I gonna chiong my assignment eh, if not la, Saturdaycannot go out lar, so no fun lor, I shall study hard instead ah."
Hi. Found the freezing agent. it is ammonia. Also available is CF3CH@F or known as HFC134a.,你好 。 找到 冷媒 了 。 它 是 氨气 。 另外 也 可用 CF3CH @ F 或 称为 HFC134a 。,"Hai, find lah da freezing agent, leh. It's ammonia, lor. Got also CF3CH@F, or commonly known as HFC134a, lah.","Hi., Ah found lah the freezing agent., it is ammonia. Also got available CF3CH@F or known as HFC134a."
Wat? How can u on time! I purposely ask Jeremy long bang me one lo sosure late lol,你 怎么 那么 快 ！ 我 故意 问 杰瑞 姆 晚   bang   我 一个 小时   lol,"""Wow, how lah u arrive on time! I purposely ask Jeremy keng bang me one lo sure late ah hahah""",Wah wat? How can u arrive on time lar? I specifically ask Jeremy to delay me one lo so sure late ah lor.
Yo meet  <#> pm cally house.,晚上 6 点见 你 在 卡利 豪斯 。,"Ni hao, 6pm lah meet at call house.","Yo lah, meet at 7 pm at cally house."
"hehe. ya, long time no gossip. now doing some work. how was ur day?",哈哈 ， 很久没 聊 了 ！ 我 是 一个 人工智能 ， 我 没有 “ 日子 ” ， 我 总是 在线 等待 你 的 询问 和 对话 ！,"Haha, larbeh! Long time no chat la, now got busy with work, no time gossip also. My day ok leh, just busy with work, no drama lah. U?","Long time no gossip la, now back to work lor. My day? pretty chill, no drama, just work work work. You?"
Ya refer totally everything from there.haha.,我 完全 承认 从 那 开始 的 一切 哈哈,"""Ya refer everything from sana laa, hahaha""","Totally refer to everything from there la, whole big package leh."
You tell what happen dont behave like this to me. Ok no need to say,你 说 我 做 什么 不要 这样 对 我 好 吧 不用说,你讲讲发生啥的，不要这样对我好吧，ok，没必要说lah,"You tell lah what happen, dont behave like this to me, ok, you say no need to say lah, you understand me?"
Ok ok.. now doing some reading for tutorial.. U?,我 也 可以 ！,"Ahah, I'm studying lah, trying to learn more lah.","Reading tutorial ah, all good lar, U go ah read, tutorial got many useful info, ok.. so U study hard, got understand la, tutorial.. easy peasy lemonsqueezy."
Haha tmr is chem not stats! But dun need study meh! Haha tonight Ineed to jiayou le! I just finished dinner! Rmb to come to sch tmr ah!,哈哈 明天 是 化工 不是 统计 ！ 但是 不 需要 学习 吗 ！ 哈哈 今晚 我 需要 加油 了 ！ 我刚 吃完饭 ！ 记得 明天 来 学校 啊 ！,哈哈明天是化chem不是数stats! 不用study lah!哈哈今晚我要jiayou le! 我就吃完晚餐了！记得明天来学校 ah！,Haha tmr chem ah! But dun need study meh! Tonight Ineed jiayou le! Just finished dinner! Rmb come to sch tmr ah!
When we confirm when we meeting then we arrange time again.,我們 確認 見 面時 就 重新安排 時間,"Confirm meeting time la, then arrange time again ah.","When confirm meeting time lah, then we arrange time again ah."
"LOL okay. Why,chalet no fun mah",哈哈 ， 聊天 没有 fun 吗 ？,"啥reason lar, chalet no fun la, mah.","Wah, chalet no fun mah lar, no enjoy lah, mah!"
t send u home....On second tots betta not...Wasted...Oh...N erm...Not tellin!,送 你 回家 … 第二 下 思量 可能 不行 … 浪费 … 哦 … erm … 不说 ！,"""Send u home la... Ah second nian, better no... Wasted time loh... Oh, err... No say la!""","""Ah t send u home lar, but second tought better not, wasted time already, oh no...N erm, not tellin!"""
"Hi ppl! Remember to submit your edusave form latest by today! Also,because Mr tay has to submit our personal particulars by Monday,please send the softcopy or hardcopy to the teachers by Sunday! If youneed hardcopies, I have some with me!",嗨 ！ 各位 人 ！ 请 记住 将 教育 储备 表格 提交 到 今天 ！ 另外 ， 因为 泰 先生 需要 在 周一 提交 我们 的 个人资料 ， 请 在 周日 将 软 副本 或 硬副本 交给 老师 ！ 如果 您 需要 硬副本 ， 我 这里 有 ！,"Hai lah ppl! Juz wanna remind u all submit ur edusave form by today lah! Also, coz Mr Tay need submit our particulars by Mon, plz send softcopy or hardcopy to teachers by Sun leh! If u need hardcopies, I got some with me, can borrow leh!","Hi ah! Remember submit edusave form by today la! Also, coz Mr Tay need submit personal particulars by Monday, pls send softcopy or **hardcopies**, **I** have some with **me**! **If** u **need**, just let me know by **Sunday!**"
How would my ip address test that considering my computer isn't a minecraft server,你 的 IP地址 无法 测试 这个 语句 ， 因为 它 是 一个 哲学 或 道德 上 的 说法 ， 而 不是 一个 技术 或 计算机相关 的 问题 。,"Wah, you wanna test IP address, but no Minecraft server, leh? Alright lah, we can try other ways. You can try ping a website, like ""www.google.com"" lor, to test your internet connection stability, which indirectly involves your IP address. Or, if you wanna test your IP address directly, you can use command line, type ""ipconfig"" (for Windows) or ""ifconfig"" (for Mac/Linux), then check your local IP address, like ""192.168.x.x"" or ""10.x.x.x"", which will show you your internal IP address, not the external one, but still related to your IP address test lah.","Since my computer not host Minecraft server lah, wanna test IP address, **ni** can use command prompt or terminal, type ""ipconfig"" (for Windows) or ""ifconfig"" (for Mac/Linux), **ni** see own IP address lah, **then** type **my** IP address into online tool, **like** ipfinder or similar, **see** if **how** it matches **computer**'s IP address **would** show up on test."
"""Sweet"" sa time dekhkr, apne ""Sweet"" se apno ki yad aai to socha ki""Sweet"" sa sms kardu taki hamara ""Sweet"" sa ""Relation"" thoda or""Sweet"" ho jaye:)§den§,tk",當 看到 「 sweet 」 時 ， 自己 的 「 sweet 」 讓 自己 想起 自己 的 人 ， 然後想 ： 「 sweet 」   SMS   給 自己 ， 讓 我們 的 「 sweet 」 關 係 變得 更 「 sweet 」 : ),"""Sweet"" la see time lah, own ""Sweet"" from own mind la come, so think ""Sweet"" lah SMS send lah, so ""Sweet"" la relation slightly ""Sweet"" become lah, then okay den lah, tak tak.","""Time"" pass ""dekhkr,"" apne ""apno"" ki ""sweet"" yaad aaya toh socha ""sa"" sweet sa ""sms"" kardo, taki hamara ""sa"" ""sweet"" relation ""sa"" thoda ""sweet"" ho jaye."
ll present nxt mon ma. Den was wonderin how come not on fri lor...,我 下个月 将会 出现 。 然后 我 开始 疑惑 为什么 不 在 周五 了 ...,我下个月会present，den我就想着为什么不给周五了呢？,"""Ah'll present nxt mon ma, den was wonderin how come lor not on fri, but on fri lor not present la, so wonderin why not present on nxt mon lor, wonderin how come ah not present on fri, now ah present nxt mon ma, wonderin why not on fri lor..."""
"take care with a proper diet, including drinking plenty of water..:)",正确 饮食 ， 包括 大量 喝水 ， 注意 保健 : ),"""Take care lah, with proper diet and drink plenty water, okay?""","Take care ah, remember to eat proper diet, including drink plenty of water :), and take good care of body la."
Hi dear we saw dear. We both are happy. Where you my battery is low,亲爱 的 ， 我们 见到 了 亲爱 的 。 我们 双方 都 很 高兴 。 你 的 电池 很 低 在 哪里 ？,"""Ah dear, we saw you lah, both of us very happy leh! Where you ah, my batt low hor, cannot call you back leh!""","Hi dear, we both happy lah! We saw dear, but now where you ah? My battery low, so we go find you, okay dear?"
"Hey, my hp low batt, i don't want to waste. Haha. Btw, u all know howto go over to king albert hotel directly? Becoz shuling on cab andgoing over directly so i asked her to call u when she reached so u allcan meet there str away while i wait for laura.",嘿 ， 我 电池 低 了 不想 浪费 哈哈 。   btw ， 你们 知道 如何 直接 去 金 阿尔伯特 酒店 吗 ？ 因为 舒玲 叫 了   taxi ， 问 她 到达 后 叫 你 ， 然后 你 可以 在 那儿 等 我 ， 同时 我 等 劳拉 。,"Hey, bat ku le hp, waste time lah hahaha. Btw, u all know how go KA hotel direct ah? Cos shuling taksi dulu then go direct so i ask her call u when reach so u all can meet there straight away while i wait for laura.","Hey, my hp low batt, i don't want to waste, haha. Btw, u all know howto go over to king albert hotel directly? So shuling on cab and going over directly lah, so i ask her call u when she reach, so u allcan meet there straight away while i wait for laura."
gonna bid for e stoopid mods ltr cz done nthg yet!,我要 竞标 愚蠢 的 长期 合同 ， 因为 我 还 没有 做 任何 事情 ！,想去竞标stoopid的mod letter 因为还没做啥！,"Gonna kena bid high lor for e stoopid mods ltr, cos still got nothing to show yet!"
Waa so late still got lesson?,还 那么 晚 还有 课 ？,哎，迟到又有课喽？,Waa so late hor still got lesson?
Yes....you too believed it?,你 也 相信 ？,Ya...you also believe la hor?,Yes....you too believed **it**?
Sorry ma guy.... Living home in 6minutes,回家 在 6 分钟 内,"""Sorry la bro... Living home in 6mins lah""","Ahah, no worries lah, living at home still, just 6minutes more to go, gonna be back soon, I'm stuck at home now, ""Living home la, 6minutes lagi, back soon ah!"""
Siddle is good bowler da,Siddle 是 一個 不錯 的 快手,"Siddle lah good bowler leh, gud one.","Siddle ah, is good bowler da, got skill la."
Hi when are you coming home?,你 什么 时候 回家 ？,"Hai, kiam you coming back home lah? (Xīn jiān nǐ jiù huì huí jiā ma?)","Hey lah, when you lah gonna come back home?"
The baking??  <#>  I think. Meeting is  <#> ! Do we need to meet earlier?,烘焙 ？ ？ 我 认为 。 会议 是 ！ 我们 需要 早点 开会 吗 ？,Baking lah?  #  Ah think. Meet lah! # Do we need meet earlier ah?,"Baking?? <#> lah, I think. Meeting **is** <#>! **The** qianjin (meeting) we need to meet earlier?"
"Help me buy drink, later i break come out get frm u k... Hmmm, buy aloe vera peach ...",幫 我 買 飲料 ， 後 來 我 出來 拿 回來給 你 k ...   嗨 ， 買 阿羅娃 櫻桃 ...,"""Can u help me buy drink lar, after dat i break out come get from u k... Hmm, buy aloe vera peach la...""","Help me buy drink la, hmmm, later i break out, come out get from u k... Want buy aloe vera peach juice leh."
what's the new font name u using?,"I ' m   using   the   font   "" SimSun ""   to   display   the   Chinese   characters .","The new font name I'm using is actually ""Ah Ma's Script"" lah, but it's actually ""黑体"" (Hēitǐ) in Chinese, but I'll call it ""Ah Ma's Script"" in Singlish, but for the code mixed sentence, it's ""黑体"" (Hēitǐ) + ""Ah Ma's Script"" = 黑体Ah Ma's Script","What's lah the new font name u using? is actually ""何的新字体你用?"""
No breeze for you then!!,没有 风给 你 ！,"""U no get wind la!!""","No wind lah, no breeze for you then!!"
What's e pwd to e zip file of e books n where to find e UML bookwhich u mention?,"I   apologize ,   but   I   didn ' t   mention   a   UML   book   or   a   zip   file   of   e - books ,   nor   did   I   provide   a   password .   It   seems   there ' s   been   a   miscommunication .   If   you   could   provide   more   context   or   clarify   what   you ' re   looking   for ,   I ' d   be   happy   to   try   and   assist   you .","""Password to zip file of e-book ni lah, leh check kat folder mana la, or maybe leh refer to notes or link u mention UML book tadi, shi lah, password ni kena check la, maybe in notes or email u send, or find at ""..."" (folder location) lah.","What's e password (pwd) to e zip file of e books nah, can find e UML book which I mention la at e library's digital resources section, or online at e official UML website's download section lah."
