original_l1,original_l2,sent_1,sent_2,chosen,lang
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,她说：“一个和平的国家应该促进包容还是纵容排斥；它是否应该让所有人都有平等的机会？”,"La la, peaceful country lor, one promote inclusion or exclusion ah, whether everyone equal chance lor.",sent_1,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,国家和平是不是要包容或排斥？是不是每个人都有平等的机会？,"La la, peaceful country lor, one promote inclusion or exclusion ah, whether everyone equal chance lor.",sent_1,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"She say, ""One peaceful country lah, should promote lah, or tolerate lah, discriminate leh? It should let everyone, including all, enjoy equal chance ah? ""","La la, peaceful country lor, one promote inclusion or exclusion ah, whether everyone equal chance lor.",sent_1,English-Chinese
"""Is a peaceful country one that promotes inclusion or exclusion; is it one in which everyone has equal opportunities?"" she said.",她 说 ： “ 一个 和平 的 国家 应该 促进 包容 还是 纵容 排斥 ； 它 是否 应该 让 所有人 都 享有 平等 的 机会 ？ ”,"She say: ""One ah, peaceful country should promote ah, tolerate lah, or discriminate leh; it or not should let everyone enjoy equal chance ah?""","She say: ""One peaceful country should promote lah, not just tolerate leh, or discriminate leh; whether it should let everyone enjoy equal chance ah?""",sent_1,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ，因为 无法 将 一个 超小 的 物体 放入 很深 的 地方。”,"""以前要用 internal telemetry technology 是完全不可能的，因为一个小东西根本放不进很深的地方,"" 他这样解释。",sent_2,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"""It lor he say, past leh, adopt internal telemetry tech no can, tiny object no can put into very deep place.""","""它 was utterly impossible for us to adopt internal telemetry technology in the past, 因为 a tiny object cannot be put into a very deep place,"" explained he.",sent_2,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"Lah, he say, ""Use internal remote sensing tech used to be impossible, leh, cos cannot put small object into very deep place, ah.""","""它 was utterly impossible for us to adopt internal telemetry technology in the past, 因为 a tiny object cannot be put into a very deep place,"" explained he.",sent_2,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"He explain say, “Using body remote sensing technology 曾经是 impossible 的, 因为 cannot put one 超小的物体 into very deep place.”","""它 was utterly impossible for us to adopt internal telemetry technology in the past, 因为 a tiny object cannot be put into a very deep place,"" explained he.",sent_1,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"Lah, he explain say, “ Ah, adopt internal remote sensing technology used to be impossible, because no way put one super small thing into very deep place, leh! “","""它 was utterly impossible for us to adopt internal telemetry technology in the past, 因为 a tiny object cannot be put into a very deep place,"" explained he.",sent_2,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,他说过去绝对不可能adopt internal telemetry technology，因为一个小object不能放进一个很深的地方。,"""以前要用 internal telemetry technology 是完全不可能的，因为一个小东西根本放不进很深的地方,"" 他这样解释。",sent_1,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"Lah, he explain say, ""Use internal remote sensing technology once upon a time impossible la, because cannot put small small thing into very deep place leh.""","他 explain say, “Using body remote sensing technology 曾经 是绝无可能 的, because cannot 放入 a 超小 物体 into 很深 place.”",sent_2,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"He explain say, “Using body remote sensing technology 曾经是 impossible 的, 因为 cannot put one 超小的物体 into very deep place.”","He say, back then, no way leh, cannot put tiny object into deep place because very difficult, he explain.",sent_1,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"Lah, he explain say, ""Use internal remote sensing technology once upon a time impossible la, because cannot put small small thing into very deep place leh.""","Lah, he explain say, “ Ah, adopt internal remote sensing technology used to be impossible, because no way put one super small thing into very deep place, leh! “",sent_1,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"He say, back then, no way leh, cannot put tiny object into deep place because very difficult, he explain.","Lah, he say, ""Use internal remote sensing tech used to be impossible, leh, cos cannot put small object into very deep place, ah.""",sent_1,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"Lah, he explain say, “ Ah, adopt internal remote sensing technology used to be impossible, because no way put one super small thing into very deep place, leh! “","He explain say, “Using body remote sensing technology 曾经是 impossible 的, 因为 cannot put one 超小的物体 into very deep place.”",sent_2,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"""It lor he say, past leh, adopt internal telemetry tech no can, tiny object no can put into very deep place.""","Lah, he say, ""Use internal remote sensing tech used to be impossible, leh, cos cannot put small object into very deep place, ah.""",sent_1,English-Chinese
"""It was utterly impossible to adopt internal telemetry technology in the past, because a tiny object cannot be put into a very deep place,"" explained he.",他 解释 说 ， “ 采用 体内 遥测技术 曾经 是 绝无 可能 的 ， 因为 无法 将 一个 超小 的 物体 放入 很深 的 地方 。,"""It was utterly impossible to adopt internal telemetry technology in the past, 因为 a tiny object cannot be put into a very deep place,"" he 解释了.","Lah, he say, ""Use internal remote sensing tech used to be impossible, leh, cos cannot put small object into very deep place, ah.""",sent_1,English-Chinese
